len,domainLen,underscore,at,dash,dot,slash,ampersand,question,equal,PhishingResult
8,14,0,0,0,1,1,1,1,2,0
11,18,0,0,0,1,1,1,1,2,0
8,13,0,0,0,1,1,1,1,2,0
8,11,0,0,0,1,1,0,0,0,0
6,9,0,0,0,0,4,0,0,0,0
9,10,0,0,1,0,2,0,0,0,0
16,17,0,0,0,0,5,0,0,0,0
13,18,0,0,0,1,1,0,0,0,0
8,22,2,0,0,3,2,2,1,2,0
10,9,4,0,2,3,2,2,1,2,0
12,9,0,0,0,1,3,0,0,0,0
8,12,0,0,0,1,3,0,0,0,0
12,13,0,0,0,0,2,0,0,0,0
14,7,0,0,0,0,2,0,0,0,0
17,14,0,0,1,1,2,0,0,0,0
11,15,0,0,1,0,2,0,0,0,0
13,8,0,0,0,0,2,0,0,0,0
13,17,0,0,0,0,2,0,0,0,0
6,15,0,0,0,1,0,0,0,0,0
6,12,0,0,0,0,5,0,0,0,0
13,23,0,1,0,11,5,9,2,10,0
8,18,0,1,0,11,5,9,2,10,0
13,17,0,1,1,11,5,9,2,10,0
11,17,0,1,0,11,5,9,2,10,0
10,11,0,0,0,0,2,0,0,0,0
10,6,0,0,1,0,5,0,0,0,0
8,13,0,0,0,0,2,0,0,0,0
9,11,0,0,1,0,8,0,0,0,0
6,20,0,0,0,0,2,0,0,0,0
6,20,0,0,0,1,2,3,1,4,0
7,21,0,0,0,0,2,0,0,0,0
9,11,0,0,1,0,5,0,0,0,0
12,11,0,0,0,0,6,0,0,0,0
12,12,0,0,0,0,2,0,0,0,0
9,16,0,1,0,2,2,0,1,1,0
9,11,0,0,1,0,3,0,0,0,0
7,9,0,0,0,1,3,0,0,0,0
18,15,1,0,1,1,4,2,1,3,0
5,10,1,0,0,1,3,0,0,0,0
6,12,0,0,0,0,1,0,0,0,0
5,24,0,0,0,0,2,0,0,0,0
6,15,0,0,0,0,3,0,0,0,0
9,10,3,0,0,1,2,2,1,3,0
5,13,0,0,0,0,2,0,0,0,0
13,5,4,0,1,5,7,3,1,2,0
6,11,0,0,0,1,2,0,0,0,0
13,13,0,0,0,0,2,0,0,0,0
10,9,0,0,0,0,2,0,0,0,0
11,19,0,0,0,0,2,0,0,0,0
11,12,0,0,0,0,2,0,0,0,0
12,8,0,0,0,0,2,0,0,0,0
7,12,0,0,0,0,2,0,0,0,0
7,22,3,0,1,1,4,1,1,1,0
5,16,0,0,0,0,2,0,0,0,0
8,16,0,0,0,1,3,0,0,0,0
10,18,0,0,0,0,4,0,0,0,0
5,7,0,0,0,0,2,0,0,0,0
13,18,0,0,0,1,3,0,0,0,0
19,21,1,0,0,1,3,2,1,3,0
6,8,0,0,1,0,3,0,0,0,0
8,9,0,0,1,0,4,0,0,0,0
9,12,0,0,0,0,3,0,0,0,0
9,14,0,0,0,0,3,0,0,0,0
10,12,0,0,0,0,2,0,0,0,0
11,18,0,0,1,1,4,0,0,0,0
11,10,0,0,0,0,2,0,0,0,0
9,8,0,0,0,0,2,0,0,0,0
9,13,0,0,0,0,1,0,0,0,0
7,9,0,0,0,1,1,0,0,0,0
5,13,0,0,0,0,1,0,0,0,0
7,12,0,0,0,1,2,0,0,0,0
7,19,0,0,0,1,2,0,0,0,0
12,12,0,0,0,1,2,0,0,0,0
6,13,0,0,1,5,4,0,1,1,0
8,9,0,0,0,1,2,0,0,0,0
10,20,0,0,0,1,1,0,0,0,0
9,8,0,0,0,1,1,0,0,0,0
13,8,0,0,0,1,1,0,0,0,0
15,12,0,0,0,0,3,0,0,0,0
21,10,0,1,0,2,2,0,1,1,0
7,15,0,0,1,1,4,0,0,0,0
21,14,0,0,0,1,2,0,1,1,0
15,14,0,0,1,1,6,0,0,0,0
16,15,0,0,0,0,2,0,0,0,0
8,9,0,0,0,0,2,0,0,0,0
20,19,0,0,0,1,2,0,0,0,0
12,9,0,0,1,2,4,0,1,1,0
19,17,0,0,0,0,2,0,0,0,0
7,12,0,0,0,1,2,0,0,0,0
10,10,0,0,0,1,2,0,0,0,0
12,5,0,0,0,0,3,0,0,0,0
8,8,0,0,0,0,3,0,0,0,0
10,12,0,0,0,1,4,0,0,0,0
11,7,0,0,2,3,11,0,0,1,0
6,14,0,0,0,1,1,1,1,2,0
9,12,0,0,0,1,1,1,1,2,0
8,17,0,0,0,0,3,0,0,0,0
6,13,0,0,0,0,5,0,0,0,0
7,12,0,0,0,1,1,0,0,0,0
4,19,1,1,6,3,5,0,1,1,0
5,20,3,0,0,2,3,0,1,1,0
6,20,0,0,0,0,5,0,0,0,0
8,9,0,0,0,0,5,0,0,0,0
7,18,0,0,0,1,4,0,0,0,0
8,18,0,0,0,1,4,0,0,0,0
6,7,0,0,0,0,5,0,0,0,0
9,12,1,0,0,4,4,2,1,3,0
6,10,0,0,0,0,2,0,0,0,0
7,12,0,0,0,1,2,0,0,0,0
5,10,0,1,0,13,5,9,1,4,0
6,13,0,0,0,1,6,0,1,1,0
8,12,3,0,0,1,0,2,1,4,0
6,10,0,0,2,1,6,4,2,6,0
7,8,0,0,0,0,5,0,0,0,0
7,9,2,0,0,1,11,0,0,1,0
7,9,0,0,0,1,6,0,0,0,0
8,12,0,0,0,4,4,0,0,0,0
7,10,1,0,0,1,2,2,1,3,0
16,18,0,1,0,2,2,0,1,1,0
11,6,1,0,0,1,6,1,1,2,0
6,12,0,0,0,0,3,0,0,0,0
5,13,0,0,0,0,1,0,0,0,0
34,12,0,0,0,0,4,0,0,0,0
7,6,0,0,0,0,3,0,0,0,0
16,13,0,1,0,13,5,9,1,4,0
17,14,0,0,0,0,1,0,0,0,0
13,6,2,0,1,0,2,3,1,4,0
9,15,0,0,0,1,1,0,0,0,0
12,12,0,0,0,0,1,0,1,0,0
7,9,0,0,0,1,2,0,0,0,0
9,21,0,0,0,2,6,0,0,0,0
5,16,0,0,0,2,6,0,0,0,0
8,12,1,0,0,5,5,0,0,0,0
8,19,0,0,0,1,1,0,0,0,0
11,9,0,0,1,2,2,0,1,1,0
6,9,0,0,1,2,2,0,1,1,0
8,5,0,0,0,0,5,0,0,0,0
13,14,0,0,0,0,5,0,0,0,0
7,15,0,0,0,0,1,0,0,0,0
13,12,0,0,1,4,5,0,0,0,0
18,12,0,0,0,1,3,1,1,2,0
16,11,0,0,1,0,4,0,0,0,0
13,6,0,0,2,1,6,4,2,6,0
10,16,0,0,1,1,6,0,0,0,0
12,17,0,0,1,1,6,0,0,0,0
12,19,0,0,0,4,3,0,1,1,0
11,8,1,0,0,0,11,0,0,1,0
14,17,0,0,0,1,5,4,1,2,0
7,12,1,0,0,0,11,0,0,1,0
10,8,0,0,0,1,5,4,1,2,0
5,11,0,0,0,0,4,0,0,0,0
10,18,0,0,1,1,4,0,0,0,0
5,15,0,1,1,2,4,0,1,1,0
7,18,0,0,2,3,11,0,0,1,0
6,14,0,0,2,1,4,4,2,6,0
6,21,0,0,1,0,4,0,0,0,0
7,14,0,0,1,1,4,0,0,0,0
9,12,0,0,0,1,3,0,0,0,0
10,10,0,0,0,0,4,0,0,0,0
9,16,0,0,1,0,3,0,0,0,0
13,12,0,0,0,1,3,0,0,0,0
7,6,0,0,0,0,2,0,0,0,0
11,10,0,0,0,0,4,0,0,0,0
12,5,1,0,0,0,4,0,0,0,0
13,11,0,0,1,0,4,0,0,0,0
11,16,0,0,0,0,3,0,0,0,0
18,9,0,0,1,2,12,0,0,0,0
6,9,0,0,3,2,3,5,1,6,0
13,5,0,0,3,2,3,5,1,6,0
12,14,0,0,0,0,4,0,0,0,0
6,25,0,0,1,0,3,0,0,0,0
15,9,0,0,0,0,3,0,0,0,0
13,5,0,0,3,2,3,5,1,6,0
6,16,0,0,0,0,3,0,0,0,0
9,19,0,0,0,0,2,0,0,0,0
11,18,0,0,0,0,2,0,0,0,0
12,24,0,0,2,1,6,4,2,6,0
7,7,0,0,0,0,3,0,0,0,0
8,12,0,0,0,1,3,0,0,0,0
9,5,0,0,0,0,4,0,0,0,0
7,5,0,0,0,0,4,0,0,0,0
8,10,0,0,0,0,4,0,0,0,0
17,9,0,0,2,1,7,0,0,0,0
13,12,0,0,1,0,3,0,0,0,0
10,8,0,0,0,0,2,0,0,0,0
12,14,0,0,0,0,2,0,0,0,0
18,23,0,0,2,1,6,4,2,6,0
9,23,0,0,2,3,3,0,0,0,0
5,22,0,0,0,0,4,0,0,0,0
6,10,0,0,0,0,5,0,0,0,0
8,12,0,0,0,0,2,0,0,0,0
7,11,0,0,0,0,2,0,0,0,0
4,22,0,0,0,0,2,0,0,0,0
6,25,0,0,1,0,4,0,0,0,0
6,19,0,0,2,1,4,4,2,6,0
10,7,0,0,0,0,2,0,0,0,0
6,12,0,0,0,0,2,0,0,0,0
9,11,0,0,0,0,2,0,0,0,0
9,16,0,0,0,0,2,0,0,0,0
12,23,0,0,1,0,3,0,0,0,0
18,15,0,0,0,0,5,0,0,0,0
15,12,0,0,0,0,5,0,0,0,0
7,20,0,0,2,1,7,0,0,0,0
14,25,0,0,1,0,4,0,0,0,0
20,8,0,0,2,1,6,4,2,6,0
8,16,1,0,0,0,4,0,0,0,0
21,10,0,0,1,0,3,0,0,0,0
10,11,0,0,0,0,5,0,0,0,0
5,9,0,0,0,0,5,0,0,0,0
8,12,1,0,0,0,4,0,0,0,0
8,14,0,0,0,0,3,0,0,0,0
5,11,0,0,0,1,5,0,0,0,0
10,8,0,0,0,1,3,0,0,0,0
10,13,0,0,2,1,6,4,2,6,0
7,11,0,0,0,0,2,0,0,0,0
6,14,0,0,0,0,2,0,0,0,0
4,10,0,0,0,0,5,0,0,0,0
10,15,0,0,0,0,5,0,0,0,0
8,11,0,0,2,1,6,4,2,6,0
8,14,1,0,2,1,6,4,2,6,0
8,12,0,0,0,0,2,0,0,0,0
9,10,0,0,0,0,2,0,0,0,0
13,12,1,0,0,1,4,0,0,0,0
9,18,0,0,0,1,2,0,0,0,0
12,9,0,0,0,1,2,0,0,0,0
9,18,0,0,0,0,5,0,0,0,0
17,7,0,0,0,1,2,0,0,0,0
12,18,0,0,2,3,3,0,0,0,0
6,13,0,0,2,3,4,0,0,0,0
7,18,0,0,0,0,2,0,0,0,0
5,20,0,0,0,0,2,0,0,0,0
6,14,0,0,0,0,5,0,0,0,0
5,17,0,0,2,1,4,4,2,6,0
8,12,0,0,2,1,6,4,2,6,0
5,15,0,0,2,1,6,4,2,6,0
6,12,0,0,0,0,3,0,0,0,0
6,16,0,0,2,1,6,4,2,6,0
5,13,0,0,2,1,6,4,2,6,0
5,5,0,0,0,0,6,0,0,0,0
9,17,0,0,0,1,9,0,0,0,0
8,15,0,0,0,0,3,0,0,0,0
8,16,0,0,0,0,3,0,0,0,0
7,23,0,0,0,0,3,0,0,0,0
8,12,0,0,0,0,3,0,0,0,0
7,14,0,0,1,1,7,0,0,0,0
7,16,0,0,1,1,7,0,0,0,0
9,10,0,0,0,1,9,0,0,0,0
10,14,0,0,0,0,6,0,0,0,0
7,12,0,0,0,0,2,0,0,0,0
5,13,0,0,0,0,2,0,0,0,0
28,10,0,0,3,2,3,5,1,6,0
20,16,0,0,0,1,2,0,0,0,0
6,13,2,0,2,5,10,0,0,1,0
8,10,0,0,0,1,2,0,0,0,0
8,15,0,0,0,1,5,0,0,0,0
11,10,0,0,0,1,1,0,0,0,0
7,10,0,0,0,1,1,0,0,0,0
6,14,0,0,1,0,3,0,0,0,0
7,12,0,0,0,0,2,0,0,0,0
5,24,0,0,0,0,3,0,0,0,0
10,28,0,0,0,1,2,0,0,0,0
5,18,0,0,0,0,2,0,0,0,0
8,15,0,0,0,1,2,0,0,0,0
7,12,0,0,0,1,3,0,0,0,0
7,9,0,0,1,0,3,0,0,0,0
9,9,0,0,0,1,3,0,0,0,0
9,16,0,0,0,1,3,0,0,0,0
9,24,0,0,0,1,3,0,0,0,0
15,9,1,0,0,0,6,0,0,0,0
15,13,0,0,0,0,1,0,0,0,0
7,21,0,0,1,0,1,0,0,0,0
8,13,0,0,0,0,2,0,0,0,0
12,16,0,0,0,0,2,0,0,0,0
10,20,0,0,0,1,4,0,0,0,0
15,11,0,0,0,0,1,0,1,1,0
14,13,0,0,0,0,2,0,0,0,0
8,12,0,0,1,1,2,0,0,0,0
16,8,0,0,0,1,2,0,0,0,0
8,20,0,0,0,1,2,0,0,0,0
14,18,0,0,0,1,1,0,0,0,0
10,7,0,0,0,0,2,0,0,0,0
10,11,0,0,0,2,2,0,0,0,0
13,12,0,0,0,2,2,0,0,0,0
8,15,2,0,0,1,6,0,0,1,0
17,11,0,0,2,2,7,0,0,0,0
10,9,0,0,0,0,6,0,0,0,0
15,12,0,0,1,0,5,0,0,0,0
12,9,0,0,1,0,3,0,0,0,0
5,10,0,0,0,0,1,0,0,0,0
8,12,0,0,0,1,1,0,0,0,0
8,10,0,0,0,0,1,0,0,0,0
8,11,0,0,2,0,1,0,0,0,0
8,9,0,0,0,0,2,0,0,0,0
5,11,0,0,0,1,2,0,0,0,0
7,10,0,0,0,0,3,0,0,0,0
9,11,0,0,0,0,5,0,0,0,0
6,11,0,0,0,0,2,0,0,0,0
14,11,0,0,0,0,1,0,0,0,0
6,10,0,0,0,0,2,0,0,0,0
6,13,0,0,0,1,2,0,0,0,0
5,20,0,0,0,1,4,0,0,0,0
4,12,0,0,1,0,2,0,0,0,0
7,18,0,0,0,0,3,0,0,0,0
5,17,0,0,0,1,3,0,0,0,0
6,12,0,0,2,2,7,0,0,0,0
7,12,0,0,0,0,2,0,0,0,0
6,11,0,0,0,0,1,0,0,0,0
7,15,0,0,0,0,1,0,0,0,0
6,6,0,0,1,0,4,0,0,0,0
7,6,0,0,2,1,3,0,1,1,0
9,6,0,0,1,1,4,0,0,0,0
5,6,0,0,1,1,4,0,0,0,0
5,6,0,0,1,2,3,0,0,0,0
10,6,0,0,2,3,3,0,0,0,0
13,14,0,0,1,0,3,0,0,0,0
19,9,1,0,1,0,7,0,0,1,0
18,15,0,0,0,0,1,0,0,0,0
10,13,0,0,1,0,5,0,0,0,0
10,12,0,0,0,0,2,0,0,0,0
6,16,0,0,0,0,2,0,0,0,0
8,14,0,0,1,0,3,0,0,0,0
15,16,0,0,1,0,3,0,0,0,0
18,11,1,0,0,0,5,0,0,1,0
12,12,0,0,0,0,4,0,0,0,0
9,17,0,0,0,0,4,0,0,0,0
7,12,0,0,0,0,4,0,0,0,0
8,10,0,0,0,0,4,0,0,0,0
11,9,0,0,0,0,1,0,0,0,0
12,7,1,0,0,1,6,0,0,0,0
7,12,0,0,0,1,3,0,0,0,0
15,8,0,0,0,0,2,0,0,0,0
8,10,0,0,0,0,2,0,0,0,0
7,8,0,0,0,0,1,0,0,0,0
10,12,0,0,0,0,1,0,0,0,0
8,19,0,0,0,0,1,0,0,0,0
8,12,0,0,0,1,2,1,1,2,0
9,10,0,0,0,1,4,0,0,0,0
8,10,0,0,0,0,3,0,0,0,0
5,22,0,0,0,1,3,0,0,0,0
12,7,0,0,1,1,2,0,1,2,0
9,18,0,0,0,0,3,0,0,0,0
13,16,0,0,0,0,2,0,0,0,0
11,15,0,0,0,0,2,0,0,0,0
13,11,0,0,0,0,1,0,0,0,0
7,12,0,0,0,0,1,0,0,0,0
10,6,0,0,0,0,2,0,0,0,0
8,15,0,0,0,0,2,0,0,0,0
5,20,0,0,0,0,2,0,0,0,0
8,20,0,0,1,3,3,0,0,0,0
5,14,0,0,1,3,3,0,0,0,0
14,9,0,1,2,13,2,13,1,8,0
9,10,0,0,1,1,5,0,0,0,0
8,10,0,0,0,0,3,0,0,0,0
13,19,0,0,0,1,3,0,0,0,0
11,12,0,0,1,1,2,0,0,0,0
8,12,0,0,0,0,2,0,0,0,0
5,16,0,0,0,1,1,0,0,0,0
8,14,0,0,0,1,2,0,0,0,0
9,8,0,0,1,0,3,0,0,0,0
8,16,0,0,1,0,3,0,0,0,0
11,14,0,0,0,1,5,0,0,0,0
9,13,0,0,0,1,8,0,0,0,0
13,16,0,0,1,2,4,0,0,0,0
18,11,0,0,6,1,3,0,1,1,0
12,13,0,0,0,0,4,0,0,0,0
5,12,0,0,0,0,4,0,0,0,0
13,12,0,0,0,1,0,0,0,0,0
13,10,0,1,1,1,3,1,1,4,0
9,22,0,0,0,1,2,0,0,0,0
8,14,0,0,0,1,2,0,0,0,0
6,7,0,0,0,1,3,0,0,0,0
8,20,0,0,0,0,2,0,0,0,0
5,14,0,0,0,0,0,0,0,0,0
8,16,0,0,1,2,3,0,0,0,0
6,19,0,0,0,1,0,0,0,0,0
10,32,0,0,0,1,2,0,0,0,0
9,9,0,0,0,1,2,0,0,0,0
6,13,1,0,0,1,2,2,1,3,0
6,20,0,0,0,0,5,0,0,0,0
10,15,0,1,1,2,5,0,1,1,0
9,12,0,0,0,1,2,0,0,0,0
6,11,0,0,0,1,2,0,0,0,0
11,7,0,0,0,1,2,0,0,0,0
16,11,1,0,0,1,2,2,1,3,0
10,16,0,0,0,0,2,0,0,0,0
13,6,0,0,0,0,1,0,0,0,0
8,11,0,0,2,1,4,4,2,6,0
10,12,0,0,1,0,6,0,0,0,0
5,12,0,0,0,1,3,1,1,2,0
5,14,0,0,1,1,3,0,0,0,0
5,16,0,0,1,1,3,0,0,0,0
7,12,0,0,0,0,1,0,0,0,0
5,11,0,0,0,1,3,0,0,0,0
4,10,0,0,0,1,0,0,0,0,0
5,14,0,0,0,1,1,0,0,0,0
6,10,0,0,0,0,2,0,0,0,0
6,10,1,0,0,1,4,0,0,0,0
7,8,0,0,1,0,2,0,0,0,0
8,23,0,0,0,0,2,0,0,0,0
8,23,0,0,0,0,1,0,0,0,0
8,9,0,0,0,0,2,0,0,0,0
8,12,0,0,0,1,4,0,0,0,0
8,18,0,0,0,1,4,0,0,0,0
8,24,0,0,0,1,3,0,0,0,0
7,15,0,0,1,1,5,0,0,0,0
7,14,0,0,0,1,2,0,0,0,0
9,15,1,0,1,0,4,0,0,0,0
8,21,0,0,0,0,5,0,0,0,0
12,11,0,0,0,0,5,0,0,0,0
7,12,0,0,0,0,5,0,0,0,0
13,14,0,0,0,0,5,0,0,0,0
9,9,0,0,0,1,2,0,0,0,0
16,14,0,0,0,0,1,0,0,0,0
15,12,0,0,2,1,7,0,0,0,0
9,14,0,0,0,1,3,0,0,0,0
10,10,0,0,0,1,3,0,0,0,0
17,6,0,0,0,1,3,0,0,0,0
11,17,0,0,0,0,2,0,0,0,0
11,12,0,0,1,0,4,0,0,0,0
10,12,0,0,0,3,1,0,0,0,0
6,11,2,0,3,1,9,0,0,1,0
11,9,0,0,0,1,0,0,0,0,0
13,14,0,0,2,1,5,0,0,1,0
12,9,0,0,0,0,3,0,0,0,0
8,10,0,0,0,0,4,0,0,0,0
8,19,0,0,0,1,2,0,0,0,0
11,11,1,0,0,1,1,0,0,0,0
19,16,0,0,0,0,2,0,0,0,0
5,10,2,0,0,1,3,1,1,2,0
9,14,1,0,1,4,3,0,0,0,0
5,21,3,0,0,1,3,0,0,0,0
7,12,0,0,1,1,3,0,0,0,0
6,13,0,0,0,1,2,0,0,0,0
6,12,0,0,0,3,3,0,0,0,0
6,20,0,0,0,0,3,0,0,0,0
12,17,0,0,1,0,5,0,0,0,0
10,15,0,0,1,5,4,1,1,2,0
7,12,0,0,2,1,2,0,0,0,0
15,18,0,0,1,0,5,0,0,0,0
8,22,0,0,1,5,4,0,0,0,0
23,10,0,0,0,0,2,0,0,0,0
6,18,0,0,0,0,2,0,0,0,0
10,16,0,0,0,0,2,0,0,0,0
14,12,0,0,5,0,4,0,0,0,0
13,12,0,0,0,0,2,0,0,0,0
6,11,1,0,0,0,6,0,0,0,0
6,16,0,0,0,0,3,0,0,0,0
13,10,1,0,0,0,6,0,0,0,0
6,21,1,0,0,0,6,0,0,0,0
5,12,0,0,0,1,1,0,0,0,0
8,12,0,0,0,1,1,0,0,0,0
7,18,0,0,1,1,4,0,0,0,0
4,8,0,0,0,0,2,0,0,0,0
15,10,0,0,7,1,2,0,0,0,0
7,23,0,0,0,3,1,0,0,0,0
10,18,0,0,1,1,7,0,0,0,0
5,13,0,0,1,1,7,0,0,0,0
5,8,0,0,1,0,4,0,0,0,0
11,12,0,0,0,1,3,0,0,0,0
12,8,0,0,1,0,3,0,0,0,0
9,12,2,0,0,1,1,0,0,0,0
8,12,0,0,0,0,3,0,0,0,0
8,11,0,0,1,0,4,0,0,0,0
11,19,0,0,0,0,5,0,0,0,0
6,13,0,0,1,1,3,0,0,0,0
8,13,0,0,1,0,6,0,0,0,0
12,16,0,0,0,1,2,0,0,0,0
15,17,0,0,0,0,1,0,0,0,0
12,12,0,0,0,0,2,0,0,0,0
11,16,0,0,2,3,3,0,0,0,0
14,8,0,0,0,0,2,0,0,0,0
14,12,0,0,0,0,2,0,0,0,0
12,11,0,0,0,13,2,10,2,6,0
11,23,0,0,0,1,2,0,0,0,0
10,12,0,1,1,2,4,0,1,1,0
13,9,0,0,0,1,4,0,0,0,0
16,18,0,0,0,1,2,0,0,0,0
7,14,0,0,0,1,1,0,0,0,0
12,8,0,0,0,1,2,0,0,0,0
7,13,0,0,0,0,2,0,0,0,0
19,13,0,0,0,0,2,0,0,0,0
9,11,0,0,0,1,3,0,0,0,0
10,11,0,0,0,1,3,0,0,0,0
12,10,0,0,1,1,2,0,0,0,0
9,22,0,0,0,0,2,0,0,0,0
7,8,0,0,0,0,3,0,0,0,0
7,5,0,0,0,1,0,0,0,0,0
17,6,0,0,0,4,4,0,0,0,0
7,9,0,0,0,1,3,0,0,0,0
8,9,0,0,0,1,2,0,0,0,0
8,9,0,0,1,1,3,0,0,0,0
15,13,0,0,0,1,2,0,0,0,0
9,12,0,0,0,2,3,0,0,0,0
12,7,0,0,0,1,1,0,0,0,0
20,14,0,0,1,0,5,0,0,0,0
18,14,0,0,0,1,1,0,0,0,0
7,13,0,0,0,0,6,0,0,0,0
15,9,0,0,0,0,1,0,0,0,0
5,10,0,0,0,0,3,0,0,0,0
5,10,0,0,0,1,2,0,1,1,0
5,10,0,0,0,0,0,0,1,1,0
5,10,0,0,0,0,1,0,0,0,0
5,10,0,0,0,1,2,0,0,0,0
4,10,0,0,0,0,3,0,0,0,0
5,11,4,0,1,5,6,3,1,4,0
11,8,0,0,0,1,2,0,0,0,0
11,19,0,0,0,0,3,0,0,0,0
10,14,0,0,0,1,2,0,0,0,0
8,12,0,0,0,0,5,0,0,0,0
5,10,0,0,0,1,1,0,0,0,0
9,23,0,0,0,1,0,0,0,0,0
8,10,0,0,0,4,3,0,0,0,0
5,9,0,0,0,0,2,0,0,0,0
7,12,0,0,0,0,1,0,0,0,0
8,10,0,0,0,0,2,0,0,0,0
7,14,0,0,0,0,2,0,0,0,0
5,11,0,0,0,1,3,0,0,0,0
5,13,0,0,0,1,2,0,0,0,0
10,12,0,0,0,2,3,0,0,0,0
8,13,0,0,0,0,5,0,0,0,0
11,6,0,0,0,0,2,0,0,0,0
15,10,0,0,0,0,2,0,0,0,0
7,8,0,0,0,1,0,0,0,0,0
16,15,0,0,0,0,1,0,1,1,0
14,21,1,0,0,1,5,0,0,0,0
11,17,5,1,1,6,6,3,1,4,0
8,10,0,0,0,1,3,0,0,0,0
12,24,0,0,0,1,3,0,0,0,0
7,12,0,0,0,0,2,0,0,0,0
7,13,0,0,0,1,2,0,0,0,0
9,13,0,0,0,1,2,0,0,0,0
7,12,0,0,0,1,1,0,0,0,0
10,12,0,0,0,1,2,0,0,0,0
12,7,0,0,0,1,2,0,0,0,0
13,9,0,0,0,0,4,0,0,0,0
12,17,0,0,0,5,4,0,0,0,0
8,10,0,0,0,1,3,0,0,0,0
25,12,0,0,1,1,2,7,1,3,0
21,6,1,0,0,1,2,0,1,2,0
14,12,0,0,0,0,2,0,0,0,0
8,12,0,0,0,0,5,0,0,0,0
9,16,1,0,1,1,4,0,0,0,0
13,19,1,1,1,2,4,0,1,1,0
9,16,1,1,1,2,4,0,1,1,0
17,23,0,0,0,0,3,0,0,0,0
10,13,0,0,0,1,2,0,0,0,0
9,20,0,0,0,0,3,0,0,0,0
17,16,0,0,0,1,1,0,0,0,0
8,13,0,0,0,0,1,0,1,0,0
7,12,0,0,0,1,2,0,0,0,0
11,7,0,0,0,0,2,0,0,0,0
9,13,0,0,0,13,2,12,2,9,0
9,20,0,0,0,1,2,0,0,0,0
8,17,0,0,0,13,2,12,2,9,0
12,14,0,0,0,0,2,0,0,0,0
6,9,0,0,1,0,6,0,0,0,0
10,8,0,0,0,1,1,0,0,0,0
7,11,0,0,0,1,2,0,0,0,0
9,12,0,1,1,2,4,0,1,1,0
9,12,0,0,2,1,2,0,0,0,0
7,12,0,0,1,0,2,0,0,0,0
16,7,0,0,0,1,3,0,0,0,0
9,17,0,0,0,1,3,0,0,0,0
9,20,0,0,1,0,5,0,0,0,0
7,10,0,0,0,0,0,0,1,1,0
7,10,0,0,0,0,0,0,1,1,0
7,9,0,0,0,0,2,0,0,0,0
8,13,1,0,0,0,2,0,0,0,0
8,9,0,0,0,1,3,0,0,0,0
9,9,0,0,0,1,1,0,0,0,0
12,7,0,0,0,0,2,0,0,0,0
13,18,3,1,1,2,2,1,1,2,0
7,13,0,0,0,0,3,0,0,0,0
9,11,0,0,1,1,4,0,0,0,0
8,10,0,1,0,2,5,1,1,1,0
6,17,0,1,0,2,5,1,1,1,0
9,17,0,1,2,2,5,1,1,1,0
7,8,0,1,2,2,5,1,1,1,0
8,12,0,1,0,2,5,1,1,1,0
9,9,0,1,0,2,5,1,1,1,0
12,13,0,0,0,0,3,0,0,0,0
8,15,0,0,0,1,3,0,0,0,0
8,10,1,0,0,1,1,0,0,0,0
10,12,0,0,1,1,3,0,0,0,0
6,16,0,0,0,2,2,0,0,0,0
18,12,3,0,3,3,2,2,1,2,0
8,8,0,0,0,0,2,0,0,0,0
13,11,0,0,5,0,4,0,0,0,0
6,11,0,0,2,0,3,0,0,0,0
8,7,0,0,4,0,4,0,0,0,0
10,29,0,0,1,0,3,0,0,0,0
10,16,0,0,0,1,3,0,0,0,0
15,17,0,0,0,0,5,0,0,0,0
16,10,0,0,0,0,2,0,0,0,0
8,12,0,0,0,0,2,0,0,0,0
9,14,0,0,0,0,1,0,0,0,0
14,8,0,0,0,0,1,0,0,0,0
8,14,0,0,0,0,1,0,0,0,0
11,12,0,0,0,0,4,0,0,0,0
13,18,1,0,0,0,3,0,0,0,0
9,9,1,0,0,0,3,0,0,0,0
11,11,1,0,0,1,2,0,0,0,0
8,10,1,0,0,1,2,0,0,0,0
18,5,0,0,0,0,2,0,0,0,0
9,10,0,0,0,0,3,0,0,0,0
10,9,0,0,0,0,3,0,0,0,0
15,21,0,0,0,0,2,0,0,0,0
6,13,0,0,1,0,1,0,0,0,0
9,13,0,0,1,1,4,0,0,0,0
9,18,0,0,1,0,3,0,0,0,0
13,10,0,0,1,0,4,0,0,0,0
9,10,0,0,0,1,2,0,1,0,0
11,12,2,0,0,1,0,0,0,0,0
9,10,0,0,0,1,2,0,0,0,0
6,23,0,0,0,1,1,0,0,0,0
20,14,0,0,0,0,2,0,0,0,0
13,12,0,0,0,0,1,0,0,0,0
9,15,0,0,0,1,2,0,0,0,0
4,10,0,0,0,1,0,0,1,1,0
8,12,3,0,1,1,1,1,1,2,0
11,12,2,0,0,1,3,0,0,0,0
8,14,0,0,0,1,0,0,0,0,0
8,11,0,0,1,1,4,0,0,0,0
9,15,2,0,0,0,6,0,0,0,0
19,16,0,0,1,1,3,0,0,0,0
10,14,0,1,1,2,4,0,1,1,0
8,23,0,0,0,1,0,0,0,0,0
6,11,0,0,1,1,6,0,0,0,0
6,13,0,0,0,0,4,0,0,0,0
6,13,0,0,0,1,1,0,0,0,0
7,18,0,0,0,1,1,0,0,0,0
8,12,0,0,1,1,2,0,0,0,0
6,8,0,0,2,3,3,0,0,0,0
5,20,0,0,0,0,2,0,0,0,0
